productCode,prodName,productTypeNo,productTypeName,productGroupName,garmentGroupNo,garmentGroupName,detailDesc
892254,Ciccio PQ Thong Sandal,88,Flip flop,Shoes,1020,Shoes,"Stylish flip-flops with soft, lightly padded leather straps and leather insoles."
892256,Pallin PQ Strappy Sandal,91,Sandals,Shoes,1020,Shoes,"Sandals in soft leather with narrow straps at the front and long, narrow straps that tie around the ankles. Leather insoles."
892280,San fran HW destroy,274,Shorts,Garment Lower body,1025,Shorts,"5-pocket shorts in sturdy cotton denim with hard-worn details. High waist, a zip fly and button and raw-edge hems. The cotton content of the shorts is partly recycled."
892308,Atlas dress,265,Dress,Garment Full body,1005,Jersey Fancy,"Fitted, sleeveless, calf-length dress in a rib knit with a double-layered turtle neck and slits in the sides of the hem."
892318,Ellie Embroidery,275,Skirt,Garment Lower body,1012,Skirts,Short skirt woven in a cotton blend with broderie anglaise. High waist with covered elastication and a frill-trimmed wrapover front with ties at one side. Jersey lining.
892408,Tropic dress,265,Dress,Garment Full body,1005,Jersey Fancy,"Sleeveless, fitted, calf-length dress in jersey crêpe with draping at one side. V-neck, narrow shoulder straps, a sewn-in wrapover at the front, and an asymmetric hem with a slit in one side."
892420,Flirty Aquarius ring pk,79,Ring,Accessories,1019,Accessories,Thin metal rings in various designs.
892421,Muscle tank,253,Vest top,Garment Upper body,1005,Jersey Fancy,Straight-cut sleeveless top in soft jersey made from a modal and cotton blend with a round neckline and shoulder pads.
892558,sexygan,245,Cardigan,Garment Upper body,1005,Jersey Fancy,"Fitted, rib-knit cardigan in a soft, fine viscose blend with a deep V-neck, buttons down the front and long sleeves."
892624,Pingu sweater,252,Sweater,Garment Upper body,1005,Jersey Fancy,"Top in a soft, fine-knit viscose blend with a round neck and dolman sleeves."
892659,Flirty Kerri hoop,70,Earring,Accessories,1019,Accessories,A pair of thin metal ball chain hoop earrings decorated with rhinestone pineapples.
892663,Rita romantic blouse,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in airy cotton voile with a small frilled collar and concealed button placket. Gathered yoke front and back and short, butterfly sleeves. Unlined."
892794,MC Chiba Dress.,265,Dress,Garment Full body,1010,Blouses,"Short, sleeveless A-line dress in woven fabric with a round neckline, pleats at the top to create soft draping and an opening with a button at the back of the neck. Lined."
892920,Flirty Diazz Bracelet,68,Bracelet,Accessories,1019,Accessories,Metal chain bracelet decorated with plastic beads and pendants in various designs. Adjustable length.
892983,Thania Sneaker,94,Sneakers,Shoes,1020,Shoes,"Trainers in mesh and imitation leather with a padded top edge, lacing at the front and a loop at the back. Linings and insoles in mesh made from recycled polyester, and chunky soles."
893040,PQ Barbro square sunglasses,81,Sunglasses,Accessories,1019,Accessories,"Rectangular sunglasses with plastic frames, metal and plastic sidepieces and adjustable nose pads. Tinted, UV-protective, plastic, polarised lenses. Polarised lenses convey colours more clearly and provide stronger contrasts while preventing glare. Supplied in a drawstring fabric pouch."
893045,Spice top,256,Bodysuit,Garment Upper body,1005,Jersey Fancy,"Fitted top in sturdy jersey with a round neckline and short, voluminous, double-layered puff sleeves in crinkled organza with concealed elastication at the hems."
893062,Colada dress,265,Dress,Garment Full body,1005,Jersey Fancy,"Short, sleeveless dress in jersey with decorative lace trims at the top, around the armholes and at the waist. Concealed zip at the back, seam at the waist and a gently flared skirt."
893064,Rosalie dress,265,Dress,Garment Full body,1002,Jersey Basic,"Short, A-line dress in soft cotton jersey with narrow shoulder straps."
893141,Sandy,252,Sweater,Garment Upper body,1003,Knitwear,"Oversized jumper in a soft knit containing some wool with dropped shoulders, long sleeves, a rounded hem and ribbing around the neckline, cuffs and hem. Longer at the back. The polyester content of the jumper is recycled."
893351,JORDAN F&F DRESS,265,Dress,Garment Full body,1013,Dresses Ladies,"Short, sleeveless dress in sturdy, slightly crinkled jersey. Straight cut at the top with a small frill trim, gentle draping over the bust and narrow shoulder straps with a bow. Lined bust. The polyester content of the dress is partly recycled."
893429,April hip,67,Belt,Accessories,1019,Accessories,Narrow belt in imitation leather with a metal buckle. Width 2 cm.
893691,Flirty Wilda Anklet,78,Other accessories,Accessories,1019,Accessories,Metal anklets in different designs. Adjustable length 22-25 cm.
893769,Class Limon hoop,70,Earring,Accessories,1019,Accessories,A pair of metal hoop earrings decorated with plastic beads and lemon-shaped pendants.
893796,Nejlika,256,Bodysuit,Garment Upper body,1005,Jersey Fancy,"Body in soft jersey made from a viscose and cotton blend with wide shoulder straps, a lined gusset with concealed press-studs and medium coverage at the back. Lined at the top."
893858,Chestnut blouse,258,Blouse,Garment Upper body,1010,Blouses,"Blouse in a cool cotton weave with a V-neck, buttons down the front and a double-layered yoke at the back. Low dropped shoulders, long balloon sleeves with a sleeve placket and close-fitting buttoned cuffs, and a rounded hem. Longer at the back."
893994,V-Neck Strap Top Long 2-pk,253,Vest top,Garment Upper body,1002,Jersey Basic,"Fitted, knee-length dresses in soft, stretch cotton jersey with a V-neck and narrow shoulder straps."
894135,Linum HW pleated,272,Trousers,Garment Lower body,1009,Trousers,"Ankle-length trousers in a linen and viscose weave. High waist with elastication at the back and pleats at the front, a zip fly and button, diagonal side pockets, fake back pockets and tapered legs with creases."
894139,Calvin Clean wire bra structur,298,Bikini top,Swimwear,1018,Swimwear,"Lined bikini top with adjustable shoulder straps and underwired, padded cups that shape the bust and provide good support. Metal fastener at the back."
894140,Calvin Clean Banana brief,59,Swimwear bottom,Swimwear,1018,Swimwear,Fully lined bikini bottoms with a low waist and cutaway coverage at the back.
894353,Elsa,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in an airy, patterned cotton weave with a V-neck and sewn-in wrapover at the front. Flounces down the front and back and 3/4-length, puff sleeves with narrow elastication at the cuffs. Gathered seam at the waist and a flared skirt. Recycled polyester lining."
894457,MC Panamera,254,Top,Garment Upper body,1005,Jersey Fancy,"Top in jersey crêpe with butterfly sleeves, a round neckline and a small opening with a button at the front. Double-layered yoke with gathers at the shoulders and back."
894481,Daisy dress,265,Dress,Garment Full body,1013,Dresses Ladies,"Short dress in woven fabric with a slight sheen. Square neckline, narrow elastication over the shoulders and a seam under the bust. Long puff sleeves with smocking at the top and cuffs, and an open back with narrow elastication at the waist and wide, horizontal ties. Overlocked edges around the shoulders and cuffs. Lined."
894668,Brentwood HW Mom Twill TRS,272,Trousers,Garment Lower body,1009,Trousers,"5-pocket, ankle-length trousers in twill. Loose fit with a high waist, zip fly and button and gently tapered legs."
894673,MC Maserati,253,Vest top,Garment Upper body,1005,Jersey Fancy,Sleeveless top in jersey with a lace-covered V-neck front and back.
894680,Brighton cropped Top,254,Top,Garment Upper body,1005,Jersey Fancy,"Sleeveless, cropped sports top in fast-drying functional fabric with a ribbed section at the sides and elasticated hem."
894752,DIV Kate HW shorts,274,Shorts,Garment Lower body,1001,Unknown,"Shorts in lightweight sweatshirt fabric. High waist with covered elastication and a drawstring, side pockets and gently rounded hems."
894756,Ilse padded softbra,306,Bra,Underwear,1017,"Under-, Nightwear","Soft, non-wired bra in lace with adjustable shoulder straps, jersey-lined cups with removable inserts that shape the bust and provide good support, and a wide hem. No fasteners."
894788,Stretchy 3p Lace V-shape Thong,286,Underwear bottom,Underwear,1017,"Under-, Nightwear","Thong briefs in lace with a low, V-shaped waist, lined gusset and string back."
894815,ED Johnny Top.,254,Top,Garment Upper body,1005,Jersey Fancy,Sleeveless top in soft viscose jersey with lace over the shoulders. Round neckline with decorative gathers.
894939,Samantha dress,265,Dress,Garment Full body,1003,Knitwear,"Sleeveless, calf-length dress in a fine rib knit with a deep neckline front and back and a gently flared skirt. Unlined."
895002,Steam smock top,254,Top,Garment Upper body,1005,Jersey Fancy,"Short top in crinkled jersey with a smocked bodice and square neckline with a small frill trim. Short puff sleeves with narrow, covered elastication around the shoulders and hems."
895098,Hatter ss,255,T-shirt,Garment Upper body,1005,Jersey Fancy,"T-shirt in soft cotton jersey with a ribbed trim around the neckline, a gathered seam at the hips and a flare to the hem."
895296,ED French dress,265,Dress,Garment Full body,1005,Jersey Fancy,"Knee-length, A-line dress in sturdy slub jersey made from a cotton blend with a square neckline and elastication around the top. Short puff sleeves with elastication at the hems. Unlined."
895346,Embrace Bermuda HW,274,Shorts,Garment Lower body,1016,Trousers Denim,"5-pocket shorts in washed, stretch denim with a high waist, zip fly and button and slim legs with sewn-in turn-ups at the hems. The cotton content of the shorts is partly recycled. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette."
895418,Joelle strap top,253,Vest top,Garment Upper body,1010,Blouses,Top in a crêpe weave with a scalloped V-neck and adjustable spaghetti shoulder straps. Lined.
895421,ED Elie Blouse,258,Blouse,Garment Upper body,1010,Blouses,"Longer blouse in lightweight, softly draping satin with a sheen. Small, gathered stand-up collar, a V-shaped opening at the front and a yoke with a pleat at the back. Long sleeves with wide, buttoned cuffs, and a rounded hem. Slightly longer at the back."
895487,Enna autumn skirt,275,Skirt,Garment Lower body,1012,Skirts,Short skirt in a recycled wool and recycled polyester weave with a brushed finish. High waist and a concealed zip at the back. Lined.
895506,AVRIL DRESS,265,Dress,Garment Full body,1013,Dresses Ladies,"Short, sleeveless dress in a patterned weave with frill-trimmed, elasticated shoulder straps and a wrapover front with flounces at the top. Elasticated seam at the waist and a flounced trim at the hem. Unlined."
895555,Titanic trouser,-1,Unknown,Unknown,1009,Trousers,"Ankle-length cigarette trousers in woven fabric with a high waist, extended waistband with concealed hook-and-eye fasteners and a zip fly. Diagonal side pockets with a decorative stud at the top, fake back pockets and tapered legs with creases and short slits in the sides."
895582,Ivy playsuit w,267,Jumpsuit/Playsuit,Garment Full body,1013,Dresses Ladies,"Playsuit in a softly draping viscose weave with a V-neck, narrow, adjustable shoulder straps, a narrow, elasticated seam at the waist and side pockets."
895762,Riley culotte trouser(1),272,Trousers,Garment Lower body,1009,Trousers,"Calf-length culottes in a recycled polyester weave. Regular waist with elastication at the back and pleats at the front, diagonal side pockets and wide, straight legs."
895804,Shanghai dress,265,Dress,Garment Full body,1002,Jersey Basic,"Short dress in soft jersey made from a cotton and modal blend. Round neck, dropped shoulders and long sleeves. Unlined."
